log10(reco_E [GeV]) low,log10(reco_E [GeV]) center,log10(reco_E [GeV]) high,sin(dec) low,sin(dec) center,sin(dec) high,rate [s^-1]
7.3,7.475,7.65,0.55,0.575,0.6,3.7874351489204877e-14
7.3,7.475,7.65,0.6,0.625,0.65,4.260728110909007e-14
7.3,7.475,7.65,0.65,0.675,0.7,4.700401270778167e-14
7.3,7.475,7.65,0.7,0.725,0.75,5.6608387310296107e-14
7.3,7.475,7.65,0.75,0.775,0.8,5.498304321573133e-14
7.3,7.475,7.65,0.8,0.825,0.85,4.607128228472054e-14
7.3,7.475,7.65,0.85,0.875,0.9,2.7043336174850145e-14
7.3,7.475,7.65,0.9,0.925,0.95,0.0
7.3,7.475,7.65,0.95,0.975,1.0,0.0
7.65,7.825,8.0,-1.0,-0.975,-0.95,1.3807423526338766e-16
7.65,7.825,8.0,-0.95,-0.925,-0.9,4.0029236322474344e-16
7.65,7.825,8.0,-0.9,-0.875,-0.85,1.1358978740722394e-15
7.65,7.825,8.0,-0.85,-0.825,-0.8,2.959078581379533e-15
7.65,7.825,8.0,-0.8,-0.775,-0.75,4.6044889586766915e-15
7.65,7.825,8.0,-0.75,-0.725,-0.7,5.099264069520458e-15
7.65,7.825,8.0,-0.7,-0.675,-0.65,5.432894441723274e-15
7.65,7.825,8.0,-0.65,-0.625,-0.6,3.742784388460238e-15
7.65,7.825,8.0,-0.6,-0.575,-0.55,3.2136752931671332e-15
7.65,7.825,8.0,-0.55,-0.525,-0.5,2.9030790325446136e-15
7.65,7.825,8.0,-0.5,-0.475,-0.45,2.6899166846717387e-15
7.65,7.825,8.0,-0.45,-0.425,-0.4,2.5281041015872874e-15
7.65,7.825,8.0,-0.4,-0.375,-0.35,2.4296105958320253e-15
7.65,7.825,8.0,-0.35,-0.325,-0.3,2.3239239439231305e-15
7.65,7.825,8.0,-0.3,-0.275,-0.25,2.2728138579421313e-15
7.65,7.825,8.0,-0.25,-0.225,-0.2,2.2115518393549475e-15
7.65,7.825,8.0,-0.2,-0.175,-0.15,2.158551820927521e-15
7.65,7.825,8.0,-0.15,-0.125,-0.1,2.140194986332198e-15
7.65,7.825,8.0,-0.1,-0.075,-0.05,2.111799950112822e-15
7.65,7.825,8.0,-0.05,-0.025,0.0,2.113257016389185e-15
7.65,7.825,8.0,0.0,0.025,0.05,2.116462888967599e-15
7.65,7.825,8.0,0.05,0.075,0.1,2.1213355930881746e-15
7.65,7.825,8.0,0.1,0.125,0.15,2.1288903907933516e-15
7.65,7.825,8.0,0.15,0.175,0.2,2.1662542101697996e-15
7.65,7.825,8.0,0.2,0.225,0.25,2.191219182649872e-15
7.65,7.825,8.0,0.25,0.275,0.3,2.2355612705937126e-15
7.65,7.825,8.0,0.3,0.325,0.35,2.304438055079637e-15
7.65,7.825,8.0,0.35,0.375,0.4,2.3809121837902726e-15
7.65,7.825,8.0,0.4,0.425,0.45,2.4955327764051333e-15
7.65,7.825,8.0,0.45,0.475,0.5,2.6127848490859517e-15
7.65,7.825,8.0,0.5,0.525,0.55,2.7981063489889015e-15
7.65,7.825,8.0,0.55,0.575,0.6,3.0127029413595506e-15
7.65,7.825,8.0,0.6,0.625,0.65,3.3362581858555794e-15
7.65,7.825,8.0,0.65,0.675,0.7,3.77935985648469e-15
7.65,7.825,8.0,0.7,0.725,0.75,4.5375190612176595e-15
7.65,7.825,8.0,0.75,0.775,0.8,5.625206749997159e-15
7.65,7.825,8.0,0.8,0.825,0.85,4.649046687670253e-15
7.65,7.825,8.0,0.85,0.875,0.9,2.8685934837442645e-15
7.65,7.825,8.0,0.9,0.925,0.95,0.0
7.65,7.825,8.0,0.95,0.975,1.0,0.0
